"CON","NAME           ","R.A.   ","DEC.  ","COMP","OTHER NAMES               ","Mag ","Mag2","SEP  ","PA ","NOTES                                                        ","U2K","TIR","BSA","SAO   "
"CYG","Gamma Cyg      ","20 22  ","+40 16","    ","Sadr                      ","2   ","10  ","142  ","196","                                                             ","84 ","9  ","8  ","49528 "
"CYG","STT 207    rej.","20 22.9","+42 59","    ","                          ","6.6 ","8.5 ","93   ","63 ","Bino pair                                                    ","84 ","9  ","8  ","      "
"CYG","STF 2681       ","20 23  ","+53 25","    ","                          ","7.5 ","10.5","6.7  ","40 ","                                                             ","55 ","3  ","2  ","      "
"CYG","STF 2700       ","20 35  ","+32 32","    ","                          ","6.5 ","8.5 ","23.7 ","285","                                                             ","120","9  ","8  ","70220 "
"CYG","STF 2702       ","20 35  ","+35 10","    ","                          ","8.5 ","8.5 ","3.3  ","205","                                                             ","120","9  ","8  ","70241 "
"CYG","STT 410        ","20 39.6","+40 35","AB  ","                          ","6.8 ","7.1 ","0.8  ","10 ","B8                                                           ","85 ","9  ","8  ","49899 "
"CYG","STT 410        ","20 39.6","+40 35","ABxC","                          ","    ","8.9 ","6.9  ","70 ","                                                             ","85 ","9  ","8  ","49899 "
"CYG","49 Cyg         ","20 41.0","+32 18","    ","                          ","5.7 ","7.8 ","2.7  ","47 ","Y/B; Magnitude contrast                                      ","120","9  ","8  ","70362 "
"CYG","ARG  39        ","20 42  ","+49 15","    ","                          ","8.5 ","8.5 ","10.3 ","157","                                                             ","85 ","9  ","8  ","49964 "
"CYG","52 Cyg         ","20 45.7","+30 43","    ","                          ","4.2 ","9.4 ","6    ","67 ","K0; CoCo; Y/B; In Veil Nebula                                ","120","9  ","8  ","70467 "
"CYG","Lambda Cyg     ","20 47.4","+36 29","    ","                          ","4.8 ","6.1 ","0.9  ","28 ","CoCo                                                         ","120","9  ","8  ","70505 "
"CYG","STT 422        ","20 54.1","+45 06","    ","                          ","7.9 ","9.6 ","2.6  ","333","B9; In North Am Neb; Carbon SAO 50182 nearby                 ","85 ","9  ","8  ","50205 "
"CYG","STF 2741       ","20 58.5","+50 28","    ","                          ","6   ","7.5 ","2    ","27 ","                                                             ","56 ","3  ","2  ","33034 "
"CYG","59 Cyg         ","20 59.8","+47 31","AB  ","                          ","4.7 ","9.6 ","20.2 ","352","B0                                                           ","85 ","9  ","8  ","50335 "
"CYG","61 Cyg         ","21 06.9","+38 45","    ","                          ","5.2 ","6   ","28   ","144","CoCo; YO/YO; famous binary                                   ","121","9  ","8  ","70919 "
"CYG","STF 2762       ","21 08.6","+30 12","AB  ","                          ","5.8 ","7.8 ","3.4  ","306","A0                                                           ","121","9  ","8  ","70968 "
"CYG","STF 2762       ","21 08.6","+30 12","AC  ","                          ","    ","8.9 ","57.7 ","226","                                                             ","121","9  ","8  ","      "
"CYG","HO 153         ","21 17.7","+33 46","    ","                          ","8.1 ","9.1 ","1    ","125","                                                             ","121","9  ","8  ","71168 "
"CYG","66 Cyg         ","21 17.9","+34 54","AB  ","                          ","4.4 ","10  ","15.1 ","220","B3                                                           ","121","9  ","8  ","71173 "
"CYG","66 Cyg         ","21 17.9","+34 54","AC  ","                          ","    ","10  ","21.5 ","181","                                                             ","121","9  ","8  ","71173 "
"CYG","STT 437        ","21 20.8","+32 27","AB  ","                          ","6.2 ","6.9 ","2.1  ","28 ","                                                             ","121","9  ","8  ","71230 "
"CYG","RU Cyg         ","21 40.7","+54 19","    ","                          ","7   ","11.5","11.1 ","224","Primary is carbon star; extremely red                        ","57 ","3  ","2  ","33654 "
"CYG","Mu Cyg         ","21 44.1","+28 45","    ","                          ","4.8 ","6.1 ","1.4  ","289","F6; CoCo; W/Y                                                ","122","9  ","8  ","89940 "
"DEL","STF 2665       ","20 19.4","+14 22","AXBC","                          ","6.8 ","9.5 ","3.3  ","17 ","A0 G                                                         ","208","16 ","8  ","105957"
"DEL","STF 2664       ","20 19.6","+13 00","    ","                          ","8.4 ","8.9 ","27.7 ","322","K0                                                           ","208","16 ","8  ","      "
"DEL","STF 2673       ","20 22.7","+13 20","AB  ","                          ","8.6 ","10.1","2.5  ","331","F2                                                           ","208","16 ","8  ","106038"
"DEL","STF 2673       ","20 22.7","+13 20","AC  ","                          ","    ","8.7 ","76   ","103","                                                             ","208","16 ","8  ","      "
"DEL","STF 2679       ","20 24.4","+19 35","AB  ","                          ","7.9 ","9.2 ","23.5 ","78 ","A2                                                           ","163","16 ","8  ","      "
"DEL","Burnham  987   ","20 30.2","+19 25","AB  ","                          ","6.6 ","10.9","2.4  ","128","B9                                                           ","163","16 ","8  ","106177"
"DEL","South  752     ","20 30.2","+19 25","AC  ","                          ","    ","7   ","105.9","288","B9: Bino pair                                                ","163","16 ","8  ","      "
"DEL","1 Del          ","20 30.3","+10 54","AB  ","                          ","6.1 ","8.1 ","0.9  ","346","A0                                                           ","208","16 ","8  ","106172"
"DEL","Beta Del       ","20 37.5","+14 36","    ","Rotanev                   ","4   ","11  ","42   ","323","CoCo; Period 27 years                                        ","209","16 ","8  ","106316"
"DEL","Kappa Del      ","20 39.1","+10 05","AB  ","                          ","5.1 ","11.7","28.8 ","286","G5                                                           ","209","16 ","8  ","126059"
"DEL","STF 2718       ","20 42.6","+12 44","AB  ","                          ","8   ","8   ","8.5  ","86 ","F5 F5; Well Matched Pair                                     ","209","16 ","8  ","106410"
"DEL","STF 2718       ","20 42.6","+12 44","AC  ","                          ","    ","8.7 ","167  ","345","                                                             ","209","16 ","8  ","      "
"DEL","STF 2721       ","20 43.5","+19 53","    ","                          ","7.8 ","9.9 ","2.6  ","28 ","G5                                                           ","164","16 ","8  ","106427"
"DEL","STF 2722       ","20 43.6","+19 44","    ","                          ","8.4 ","8.9 ","7.2  ","307","G5                                                           ","164","16 ","8  ","      "
"DEL","STF 2723       ","20 44.9","+12 19","AB  ","                          ","6.9 ","8.7 ","1.2  ","116","A0                                                           ","209","16 ","8  ","106443"
"DEL","STF 2725       ","20 46.2","+15 54","    ","                          ","7.6 ","8.4 ","5.8  ","8  ","K0                                                           ","209","16 ","8  ","      "
"DEL","Gamma Del      ","20 46.7","+16 07","    ","                          ","4.5 ","5.5 ","9.6  ","268","Coco; Y/Gn                                                   ","209","16 ","8  ","106475"
"DEL","13 Del         ","20 47.8","+06 00","    ","                          ","5.6 ","9.2 ","1.6  ","194","A0                                                           ","209","16 ","8  ","126222"
"DEL","STF 2730       ","20 51.1","+06 23","    ","                          ","8.6 ","8.7 ","3.4  ","335","K0                                                           ","209","16 ","8  ","      "
"DEL","STF 2735       ","20 55.7","+04 32","    ","                          ","6.1 ","7.6 ","2.1  ","284","G0                                                           ","254","16 ","8  ","126373"
"DEL","STF 2736       ","20 56.7","+13 00","    ","                          ","8.2 ","10.1","5.1  ","218","F2                                                           ","209","16 ","8  ","106684"
